LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,110.266323874926,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,108.799953274056,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,107.465734422523,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,106.008745876486,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,105.454739955677,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,105.423950399174,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,104.619031093022,
FIN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,103.494952093831,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,91.8147128513282,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,103.475912083766,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,103.9749209944,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,105.866547324521,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,105.680186385567,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,107.365766977594,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,106.168598646794,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,106.85407039365,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,105.543535969646,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,104.11304256814,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,103.56892976426,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,103.53883534376,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,102.748309024179,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,101.644317415737,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,105.271322933365,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,99.9684094253409,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,98.538744188657,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,96.9574909128044,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,97.1027751832241,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,98.0039665150967,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,97.1001473764218,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,95.5479836387473,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,94.5459744911629,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,94.1614215730572,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,94.1834401537847,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,94.3345842589133,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,96.3126314592922,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,98.9312292735141,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,105.296600949303,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,100.003136270337,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,98.5796148312399,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,96.9975467393882,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,97.1432265552591,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,98.0760521387209,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,97.1399849402066,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,95.5871843917385,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,94.5847641469065,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,95.4670239276217,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,95.4893478086554,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,95.6462126099704,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,100.183240003283,
FRA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,102.839535384681,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,105.271322933365,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,99.9684094253409,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,98.538744188657,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,96.9574909128044,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,97.1027751832241,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,98.0039665150967,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,97.1001473764218,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,95.5479836387473,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,94.5459744911629,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,94.1614215730572,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,94.1834401537847,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,94.3345842589133,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,96.3126314592922,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,98.9312292735141,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,88.0136626967816,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,101.223419458135,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,96.5666213721279,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,97.6052053383682,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,99.9239883457786,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,101.141098428622,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,86.2926259326021,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,77.7594571904349,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,74.4562899662688,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,70.4204357337877,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,71.9043086407204,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,72.760394395457,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,72.4735774991141,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,71.3505026652139,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,88.0136626967816,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,101.223419458135,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,96.5666213721279,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,97.6052053383682,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,99.9239883457786,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,101.141098428622,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,86.2926259326021,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,77.7594571904349,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,74.4562899662688,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,70.4204357337877,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,71.9043086407204,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,72.760394395457,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,72.4735774991141,
GRC,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,71.3505026652139,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,88.0136626967816,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,101.223419458135,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,96.5666213721279,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,97.6052053383682,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,99.9239883457786,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,101.141098428622,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,86.2926259326021,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,77.7594571904349,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,74.4562899662688,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,70.4204357337877,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,71.9043086407204,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,72.760394395457,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,72.4735774991141,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,71.3505026652139,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,63.2779048471993,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,98.0618298768238,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,94.0930320792282,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,92.0949463644993,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,81.6353585800364,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,78.6731490151804,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,75.643184064363,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,71.2639129285125,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,68.0734854213793,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,99.6913668212568,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,102.806165697969,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,106.494593785389,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,108.720699133285,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,109.060928478235,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,63.2779048471993,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,98.0618298768238,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,94.0930320792282,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,92.0949463644993,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,81.6353585800364,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,78.6731490151804,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,75.643184064363,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,71.2639129285125,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,68.0734854213793,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,99.6913668212568,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,102.806165697969,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,106.494593785389,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,108.720699133285,
HUN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,109.060928478235,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,63.6594362998077,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,93.8133914150728,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,93.8562335168023,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,88.4501243182268,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,78.3671722254251,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,74.2521550883294,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,71.5392908191544,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,65.8471067515445,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,64.5469781527438,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,87.3248028933685,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,90.3922878455424,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,93.9584597756223,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,96.2312210481354,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,96.8765692427418,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,105.270223382082,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,98.8726377657359,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,100.964835357182,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,98.752286992644,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,91.4573168848954,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,89.1139896958533,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,86.3475437630791,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,85.6837011041565,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,102.64066994584,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,114.091972291857,
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,116.134111213619,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,105.270223382082,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,98.8726377657359,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,100.964835357182,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,98.752286992644,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,91.4573168848954,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,89.1139896958533,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,86.3475437630791,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,85.6837011041565,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,102.64066994584,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,114.091972291857,
ISL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,116.134111213619,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,109.968528864714,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,105.035892356884,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,101.354311876413,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,92.4404541583188,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,85.3206930094483,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,83.1345989217704,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,85.1015427498155,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,83.8157075539394,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,95.600226226053,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,91.6389845938635,
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,122.847978158582,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,83.1673021275416,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,104.195320095992,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,106.942810250884,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,106.355429976039,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,114.464724748124,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,118.794188408645,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,119.396107657638,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,117.897343387479,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,116.244665027603,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,114.56995771859,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,113.401201911217,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,112.34926570517,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,115.458460753713,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,117.55963047872,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,83.1679709686589,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,104.198413612863,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,106.945240358305,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,106.357087720499,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,114.466455072785,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,118.849256596985,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,119.451454871435,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,117.951995834686,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,116.298551359864,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,114.623067724175,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,113.453770128809,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,112.401346287619,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,115.547722301193,
IRL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,117.676405623453,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,83.1673021275416,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,104.195320095992,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,106.942810250884,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,106.355429976039,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,114.464724748124,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,118.794188408645,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,119.396107657638,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,117.897343387479,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,116.244665027603,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,114.56995771859,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,113.401201911217,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,112.34926570517,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,115.458460753713,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,117.55963047872,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,94.9800758341348,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,98.7926307410341,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,97.4774220405953,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,97.4070484736546,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,99.4254607346773,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,99.8870429245492,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,98.4796451898669,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,95.7898732088031,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,93.960403602474,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,93.3107410605019,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,93.2289625885355,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,93.214351073624,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,92.4755656471586,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,93.4827951730832,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,94.4560791494635,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,98.8284647224323,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,97.5044089105313,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,97.4165932800518,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,99.4067772025627,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,99.8618664630075,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,98.4524689392365,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,95.7634392223974,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,93.934407905626,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,93.2849251035215,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,93.2031692569194,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,93.1885801602829,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,92.4499989853623,
ITA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,93.5568147918332,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,95.1444990758569,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,98.7786560272381,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,97.4665001890169,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,97.3944682630715,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,99.4251932618399,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,99.8861583228895,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,98.4721959160031,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,95.782627396762,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,93.9533164255192,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,93.3037028858206,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,93.2219305821812,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,93.2073304795611,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,92.4686006959502,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,93.4672197258927,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,101.452024614378,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,100.474890416787,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,96.478385009864,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,93.3738431991639,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,93.8921682799323,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,93.1230540341055,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,92.6313138528536,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,93.42147724415,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,93.9404922007037,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,93.1459414365467,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,93.5099705360278,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,92.8954846855728,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,90.8061564676532,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,88.3215143667189,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,101.452024614378,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,100.474890416787,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,96.478385009864,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,93.3738431991639,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,93.8921682799323,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,93.1230540341055,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,92.6313138528536,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,93.42147724415,
